Número;Nome;ViaVerde;EMail;Telemovel;NIF;NCC;NISS;DataNascimento
5005;Bruna Farias Almada Brito;1437-382;brunabfab@hotmail.com;962656612;497384463;61479118;85415307363;1974-12-04
5006;Cristiano Mendes Castanheira Cardoso Barros;10693-780;cristianocmccb@sapo.pt;969383734;182038220;61512540;16390701573;1990-08-22
5007;Liliana Nogueira Rocha Eanes Amora Carmona;12234-249;lilianalnreac@sapo.pt;964981903;400015665;35374040;63028487981;1969-06-27
5008;Paula Pacheco Valbom Domingos Leão Leão Soeiro;2455-920;paulappvdlls@sal.ipg.pt;959750413;246997810;35173607;90088063037;1973-05-26
5009;Francisca Brito Soeiro Castanheira;6843-159;franciscafbsc@sal.ipg.pt;934798747;458773571;68350156;89443271135;1974-09-28
5010;Rodolfo Dias Moreira Mateus Arouca;7193-799;rodolfordmma@gmail.com;960857925;404631081;61851060;40498525447;1978-08-04
5011;Luis Carvalheira Quadros Moreno;17063-126;luislcqm@hotmail.com;951295163;190328990;80401112;96827189693;1999-04-26
5012;Bruno Farias Arouca Proenca Quadros Cunha;13716-985;brunobfapqc@hotmail.com;913329522;365692193;43838459;61366722086;1957-01-11
5013;Carina Lopes Regueira Rego;12166-450;carinaclrr@hotmail.com;926044342;177025018;48758044;50715467613;1998-12-01
5014;Cristina Andrade Amora Cunha Carmona Rego;16443-475;cristinacaaccr@sapo.pt;941960449;172599297;48007749;54427267502;1977-07-09
5015;Cristiana Barbosa Carneiro Belchior;16982-248;cristianacbcb@sal.ipg.pt;949842940;104609703;96077184;80713034596;1942-01-16
5016;Daniel Azevedo Moura Amorim;7709-14;danieldama@hotmail.com;927153369;405136881;91296352;72242443210;1988-04-18
5017;Liliana Azevedo Baptista Carreira;19965-864;lilianalabc@sapo.pt;946601820;444361460;49204028;45705252821;1940-10-16
5018;Eduarda Vivas Castanheira Carneiro Leal;2416-808;eduardaevccl@gmail.com;961722015;104168848;34815090;57901088050;1969-01-25
5019;Soraia Arantes Sequeira Regueira Soeiro;11374-463;soraiasasrs@sapo.pt;960108846;337926972;29781862;57935462581;1999-07-12
5020;Ana Tinoco Azeredo Clementino Ramalho Vivas;2060-419;anaatacrv@gmail.com;959921892;116167314;79574607;40042792736;1978-05-25
5021;Soraia Estrela Calado Seixas Carneiro Azeredo;16324-396;soraiasecsca@sapo.pt;963089841;180941326;37974330;74713916451;1965-08-06
5022;Bernardo Amado Macedo Bogas Nunes Nascimento;19396-947;bernardobambnn@sapo.pt;934377217;123062393;26239042;28803817371;1964-04-13
5023;Clarice Mora Eanes Caneco Leão Rosado Brito;8596-960;claricecmeclrb@hotmail.com;967906751;373667887;31125620;69582360340;1959-11-25
5024;Soraia Pacheco Lobato Lobato Domingos Pinto;9520-864;soraiasplldp@sal.ipg.pt;931288788;121153207;47863925;77759284012;1979-07-09
5025;Valdemar Nogueira Cardoso Arantes Almada Cardoso;12534-80;valdemarvncaac@hotmail.com;962444523;109350310;60093271;93146953335;1957-03-19
5026;David Mateus Carvalheira Dias Amorim Tinoco;2980-594;daviddmcdat@sapo.pt;942699809;236599918;50870790;92562279400;1996-11-19
5027;Liliana Eanes Ferro Rocha;14253-286;lilianalefr@hotmail.com;957564005;199219473;26602858;36483208077;1993-07-25
5028;Carina Mora Lopes Martins Andrade Calheiros;6361-97;carinacmlmac@sal.ipg.pt;924143172;378038847;42738222;31139900431;1997-04-14
5029;Odete Pinto Arouca Mateus Ferraz;9320-355;odeteopamf@gmail.com;911318037;358997970;83704325;67729742631;1986-01-09
5030;Duarte Amora Lopes Clementino Nunes;15507-308;duartedalcn@gmail.com;969859531;399523705;91084819;41732182881;1962-05-14
5031;Joana Ferreira Coelho Caneco Carrasco Andrade;13981-682;joanajfccca@sapo.pt;944221085;447110228;44742404;50680256996;1995-04-26
5032;Vitor Castro Aguiar Arouca;12753-662;vitorvcaa@sal.ipg.pt;940665939;431194478;64974941;90162704064;1944-01-02
5033;Ricardo Andrade Barbosa Real Amado;15670-250;ricardorabra@hotmail.com;922354227;493321543;91875608;48785911288;1975-01-27
5034;Clotilde Amora Martins Mora Cunha;15502-118;clotildecammc@sapo.pt;962639654;384555231;34277149;47904251290;1940-05-06
5035;Carla Dias Calheiros Dias Real Proenca;15253-94;carlacdcdrp@sapo.pt;938596455;351082861;92238614;51657972861;1963-08-02
5036;Francisca Azenha Caiado Farias;5054-39;franciscafacf@hotmail.com;914137731;299308864;56550666;69297415431;1973-04-06
5037;Vitor Brito Silva Baptista;9989-445;vitorvbsb@sal.ipg.pt;968935732;283401410;93950375;72537939010;1983-12-29
5038;Carla Bacelar Rosado Moreno Castanheira Amorim;6580-509;carlacbrmca@hotmail.com;930279989;418025507;94220286;25175489468;1966-09-11
5039;Paulo Soeiro Moura Aguiar Mendes;7726-281;paulopsmam@sapo.pt;930011777;268337816;91564884;32976982219;1954-11-06
5040;Dolores Nunes Rosado Cardoso Pinto;2652-317;doloresdnrcp@sal.ipg.pt;966252425;288517104;71477082;97360016309;1945-01-29
5041;Paulo Silva Carrico Sequeira;5290-178;paulopscs@gmail.com;915821669;493633015;48097900;26302228950;1954-08-07
5042;Carlota Macedo Azevedo Caneco Nogueira Arouca;5227-653;carlotacmacna@sapo.pt;931401171;121811235;95783518;51100466741;1959-01-22
5043;Maria Lobato Andrade Pinheiro Belchior;11862-76;mariamlapb@hotmail.com;962768844;296793253;25857134;65127561126;1947-10-15
5044;Celso Barros Soeiro Mota Tinoco Mateus Soeiro;6632-446;celsocbsmtms@sal.ipg.pt;935704952;478083227;98470777;61916377731;1947-10-28
5045;Francisco Antunes Calado Cardoso Bogas;11265-248;franciscofaccb@hotmail.com;941673398;452476733;58153228;64650513383;1953-02-27
5046;Bóris Bogas Dias Andrade Carrasco;14278-789;bórisbbdac@hotmail.com;959371465;203053227;42458246;52792691274;1946-05-15
5047;Pedro Quadros Castanheira Moura Brito Castanheira;7156-10;pedropqcmbc@sal.ipg.pt;922030064;223912968;33308739;88880308119;1951-02-27
5048;Clarice Real Baptista Macedo;10343-77;claricecrbm@sal.ipg.pt;926681119;254838986;33362452;68383675812;1985-04-17
5049;Maria Cabral Mendes Antunes Cardoso Nogueira;15605-64;mariamcmacn@sal.ipg.pt;953929716;473742215;83495292;58665872129;1946-10-29
5050;Maria Amorim Mourão Aguiar;18156-612;mariamama@hotmail.com;930051080;269439363;73549737;21631156278;1970-08-31
5051;Claudio Cipriano Moreno Paredes Leão Moura;3333-342;claudioccmplm@sal.ipg.pt;913560085;204820768;37443911;39027975469;1944-09-17
5052;Dora Calheiros Mendes Cunha;2561-400;doradcmc@hotmail.com;947000775;182499345;61269061;13207378945;1942-03-15
5053;Joana Eanes Arouca Macedo Clementino;18726-344;joanajeamc@sapo.pt;912993947;212518959;99492706;56068723352;1964-05-24
5054;Francisco Amorim Cunha Baptista Pacheco;16858-469;franciscofacbp@gmail.com;921598538;486507733;86027301;23526141254;1948-08-04
5055;Dora Real Domingos Macedo Estrela Pires;9476-615;doradrdmep@sal.ipg.pt;923080085;120203969;54049063;29609166417;1992-06-14
5056;Marisa Azevedo Regueira Valbom Domingos Amorim Carrasco;13455-181;marisamarvdac@sapo.pt;936181953;259663006;44623299;56576477171;1993-12-13
5057;Bernardo Almeida Azevedo Rego Cardoso;3140-167;bernardobaarc@sapo.pt;929386603;383608646;90089650;86810667207;1969-02-15
5058;Bóris Amora Calado Moreira Caiado Castanheira;7245-79;bórisbacmcc@gmail.com;968125980;255141299;59017143;50720599010;1992-02-08
5059;Bruna Cunha Quadros Aguiar Valbom;7338-427;brunabcqav@gmail.com;957371549;286530195;92326556;71725656496;1999-04-12
5060;Marisa Mota Castanheira Martins Vivas;3907-87;marisammcmv@hotmail.com;957618467;462436744;88780038;33118840398;1975-06-01
5061;Eduarda Caneco Rocha Cunha;13190-20;eduardaecrc@hotmail.com;926689101;208988626;51016506;63564810766;1954-03-26
5062;Valdemar Almada Rego Tinoco;18317-531;valdemarvart@sal.ipg.pt;928539301;294241007;90426127;63918697604;1977-11-12
5063;Alzinda Macedo Amorim Amado;18196-969;alzindaamaa@sapo.pt;924351923;485341124;57994467;33307200401;1986-03-13
5064;Celina Cipriano Macedo Macedo Clementino;19794-415;celinaccmmc@gmail.com;951709209;237512098;21271211;40832375465;1957-01-25
5065;Carlota Aguiar Castro Brito Santos Nascimento Martins;6906-575;carlotacacbsnm@hotmail.com;962145460;353454494;83078367;71988845470;1970-09-11
5066;Dulce Mateus Caiado Lobato;18435-324;dulcedmcl@sal.ipg.pt;924343081;325094014;96276140;75026800663;1979-02-24
5067;Silvia Mora Fonseca Bogas Baptista Mourão;7101-279;silviasmfbbm@gmail.com;914631197;461632578;49710261;63003433367;1943-07-16
5068;Celino Leão Caiado Real Castanheira Sequeira;4887-451;celinoclcrcs@sapo.pt;969240643;405941063;84409438;98384874142;1982-07-10
5069;Bruno Domingos Nascimento Barbosa Carrasco Dias;10425-228;brunobdnbcd@sal.ipg.pt;937962138;424809528;60202500;71575569052;1952-06-01
5070;Rita Coelho Dias Mourão Brito Cardoso;8044-593;ritarcdmbc@hotmail.com;919957727;259184088;51583548;29768673897;1964-07-29
5071;Cristina Soeiro Carvalheira Queiros Arantes Bogas;1677-882;cristinacscqab@gmail.com;933184638;349993632;90263873;90678690641;1970-01-24
5072;Ana Moreno Amora Rego Mateus Moreira Paredes;13449-654;anaamarmmp@hotmail.com;917370797;310471326;56014824;82089418908;1977-11-02
5073;Pedro Sequeira Quadros Carneiro Arouca Fonseca;15026-641;pedropsqcaf@sapo.pt;921838189;128563795;85624535;73378750578;1963-07-19
5074;Ricardo Proenca Almeida Cipriano Pires;2089-523;ricardorpacp@sapo.pt;941181085;350363723;65102096;67453583525;1977-06-24
5075;Silvia Caiado Dinis Mourão;14628-330;silviascdm@sal.ipg.pt;961239193;259998719;99065004;57907954011;1963-08-19
5076;Joana Calheiros Almeida Brito;8350-856;joanajcab@sal.ipg.pt;945216685;222588579;67765436;21264724574;1942-02-24
5077;Carla Nogueira Carneiro Brito;17408-31;carlacncb@sapo.pt;913608172;173789589;65060505;19613227338;1973-02-23
5078;Carina Valbom Pires Dinis Ramalho Matos;4658-910;carinacvpdrm@sal.ipg.pt;938655474;255500303;56349487;27902613893;1966-06-18
5079;Catarina Cunha Peres Proenca Estrela Coelho Andrade;5919-909;catarinaccppeca@sal.ipg.pt;924256018;210473314;91646443;64073557047;1946-05-26
5080;Soraia Matos Rego Eanes Nunes Cabral;1339-196;soraiasmrenc@sapo.pt;958780370;226763879;66690793;46732384628;1942-07-01
5081;Francisco Brito Cardoso Dias Dinis Ferraz Azeredo;2894-624;franciscofbcddfa@sal.ipg.pt;924320457;215469479;53312892;84073696620;1981-10-25
5082;Pedro Valbom Nogueira Bogas;2551-239;pedropvnb@gmail.com;967065617;473993307;90630750;22466879732;1992-03-07
5083;Lucas Moreno Bogas Calheiros;4576-445;lucaslmbc@sal.ipg.pt;951818943;416542814;25387800;31462150280;1962-01-06
5084;Vitor Coelho Fonseca Soeiro Pacheco;13929-161;vitorvcfsp@sapo.pt;946292643;118857490;98330840;83393413013;1981-03-14
5085;Celina Carrasco Rego Nunes Real Mora Moreira;12346-218;celinaccrnrmm@sal.ipg.pt;916740090;357613720;85273428;63769811701;1962-12-24
5086;Basilio Matos Cunha Pires Rosado;16497-896;basiliobmcpr@gmail.com;920932583;335205915;80016859;62309766191;1953-03-09
5087;Duarte Domingos Valbom Rosado Eanes;3174-225;duarteddvre@sal.ipg.pt;921783177;173690035;25192133;92257957717;1996-02-23
5088;Ricardo Macedo Azeredo Domingos Calado Carrico Santos;13126-332;ricardormadccs@gmail.com;952638093;363326711;89232483;77383695827;1977-05-23
5089;Carmo Dinis Brito Almeida Sequeira Ramalho;3740-572;carmocdbasr@sal.ipg.pt;950572941;386554436;91499406;24105593338;1945-12-21
5090;Dora Quadros Eanes Vivas Brito Belchior Real;16671-370;doradqevbbr@gmail.com;936798501;125730354;69843069;71207242014;1945-10-17
5091;Basilio Seixas Amora Lopes;7409-982;basiliobsal@sapo.pt;951073389;433610352;69096069;77556817242;1986-03-11
5092;Celino Amora Caneco Brito Mota Aguiar;10657-136;celinocacbma@hotmail.com;917918999;339108757;35086406;48110114409;1974-04-09
5093;Celino Dinis Ferro Pires Peres Macedo Moreno;13444-285;celinocdfppmm@gmail.com;926483033;453049293;64579016;76226380276;1964-05-01
5094;Dulce Nunes Pires Brito Caneco Brito Regueira;7528-934;dulcednpbcbr@hotmail.com;934588011;242236808;77637072;73505339454;1971-10-14
5095;Odete Pacheco Azenha Arantes Rosado Coelho Nunes;3737-188;odeteopaarcn@hotmail.com;912848234;479720465;90551195;81057155660;1972-05-14
5096;Alzinda Leão Quadros Martins;18588-204;alzindaalqm@gmail.com;950924138;283333303;94732440;59145065080;1994-04-14
5097;Camilo Rosado Farias Barros Almada;19559-7;camilocrfba@sal.ipg.pt;915254590;407570098;37283690;74753423569;1967-01-12
5098;Cristiano Pinheiro Arouca Silva;3926-74;cristianocpas@gmail.com;960339659;379005855;26689576;95547420942;1946-02-14
5099;Celina Real Real Queiros Bacelar;6916-243;celinacrrqb@gmail.com;950077513;109682721;76151234;72487819171;1979-11-04
5100;Paulo Carrico Dinis Carvalheira;10697-385;paulopcdc@hotmail.com;954359770;383942675;99453801;96289157605;1992-01-13
5101;Celino Valbom Barbosa Azeredo Seixas Antunes Carreira;17331-922;celinocvbasac@gmail.com;914129730;499729507;67554001;45707689607;1964-05-21
5102;Claudio Macedo Carreira Lobato Castanheira;3200-957;claudiocmclc@gmail.com;935329034;246618861;59127436;61515783592;1984-10-24
5103;Alzinda Pinto Dias Carmona Real Martins;17600-749;alzindaapdcrm@hotmail.com;914878827;242588737;79396793;82842549694;1979-11-07
5104;Valdemar Farias Cardoso Almeida Mota;12338-615;valdemarvfcam@hotmail.com;942504562;439756632;68471032;55056715141;1961-02-01
5105;Bruna Mendes Castro Belchior;14739-518;brunabmcb@gmail.com;912467186;144210264;42149314;24633990286;1970-08-11
5106;Bóris Carmona Cabral Sequeira Coelho Lobato;8367-940;bórisbccscl@hotmail.com;963272780;184512810;78650425;90394852436;1947-12-19
5107;Soraia Castanheira Barros Eanes Pinheiro Pinto;6778-801;soraiascbepp@sapo.pt;920209308;119860082;25512970;21680474618;1964-08-11
5108;Liliana Lobato Almada Barros;17505-39;lilianallab@gmail.com;933474286;392098049;90763907;85129805697;1951-09-21
5109;Leonor Mendes Soeiro Martins Amado Vivas;14254-510;leonorlmsmav@hotmail.com;963202582;130437629;54134554;64608914784;1953-04-21
5110;Camilo Lobato Leão Regueira;15153-725;camilocllr@hotmail.com;942253972;333963916;54740307;14313128709;1978-03-25
5111;Cristiano Castro Cardoso Barros Almada;17987-678;cristianocccba@gmail.com;941696808;175183890;47523756;78218198645;1982-09-17
5112;Dulce Moreno Carneiro Paredes;16750-12;dulcedmcp@hotmail.com;941540520;365043941;95011892;40844819756;1947-02-24
5113;Cristiana Azeredo Dinis Andrade Calado Cunha Brito;19771-829;cristianacadaccb@gmail.com;939700667;425897837;72243850;91614219738;1973-11-28
5114;Basilio Moreira Amora Pires Amorim Domingos;14551-445;basiliobmapad@gmail.com;946722699;359974273;64244486;44752489536;1970-03-30
5115;Dolores Moreno Silva Cipriano Amado Carmona Pinto;5004-782;doloresdmscacp@gmail.com;922789826;199792879;35381659;98559150817;1988-10-31
5116;Maria Andrade Santos Cipriano Carneiro;19942-226;mariamascc@sal.ipg.pt;965962497;273767624;76499419;96058154329;1983-07-21
5117;Vitor Azenha Mateus Pires Sequeira;18560-76;vitorvamps@sal.ipg.pt;938675324;494835357;37038124;84830007974;1992-01-25
5118;Francisca Brito Andrade Martins Amado Matos Brito;16836-309;franciscafbamamb@sapo.pt;924072836;498037583;94471339;21434570351;1998-06-20
5119;Catarina Rego Sequeira Nascimento Valbom;12446-582;catarinacrsnv@sapo.pt;931348944;482015442;23952610;26980681421;1982-10-02
5120;Valdemar Lobato Carvalheira Arantes Baptista Estrela Barbosa;9724-479;valdemarvlcabeb@sal.ipg.pt;958874656;408947995;22580819;13382721679;1992-04-27
5121;Paulo Amorim Rego Andrade;1426-236;paulopara@sapo.pt;915997567;224511715;68435222;64266846182;1959-02-12
5122;Vitor Quadros Arouca Moura Caiado;1572-422;vitorvqamc@sal.ipg.pt;947362977;241039823;23735682;81058606262;1992-05-27
5123;Vitor Calado Tinoco Caiado Matos Cipriano;15605-666;vitorvctcmc@gmail.com;958531628;173357944;22190658;91720601333;1955-10-23
5124;Maria Rosado Mora Queiros Quadros;19028-751;mariamrmqq@hotmail.com;913100325;283137429;73219538;19552427766;1960-02-07
5125;Cristina Caneco Carmona Martins;3613-155;cristinacccm@hotmail.com;962680569;332459051;65018523;49382022582;1957-03-30
5126;Eduardo Soeiro Ferreira Dinis Santos Soeiro;17770-262;eduardoesfdss@sapo.pt;945748800;138661858;45123567;74158368506;1966-02-25
5127;Cristiana Peres Azevedo Barros;10973-596;cristianacpab@hotmail.com;966689572;453540419;36855556;90369900843;1986-10-19
5128;Maria Dinis Castro Cardoso Pacheco;4332-708;mariamdccp@sapo.pt;917228020;193568705;45965948;44035446231;1955-03-28
5129;Odete Arantes Cabral Queiros Carneiro;2393-730;odeteoacqc@sapo.pt;916782213;168096080;92629287;21082757494;1997-03-07
5130;Bernardo Nunes Lopes Nogueira;7826-184;bernardobnln@hotmail.com;931317691;357338465;86908870;19198903186;1989-06-13
5131;Dulcineia Soeiro Calheiros Azevedo Brito Carmona;5337-776;dulcineiadscabc@hotmail.com;920081833;133027389;69590793;78234402555;1967-05-16
5132;Ana Quadros Proenca Pacheco Real Nunes;7898-251;anaaqpprn@sapo.pt;952968824;390671040;84641126;54107065601;1988-11-01
5133;Daniel Dias Peres Silva;9448-671;danielddps@sal.ipg.pt;958596502;460926775;93977539;67207525744;1945-04-01
5134;Odete Rocha Clementino Sequeira Seixas;10865-398;odeteorcss@sal.ipg.pt;963611958;162438770;78628867;91538724541;1958-03-19
5135;Camilo Nogueira Soeiro Carrico Pires Amado;6864-446;camilocnscpa@gmail.com;969576276;426231354;84951645;54731539909;1968-02-18
5136;Bruna Rego Valbom Brito Peres Pinto Almada;2765-569;brunabrvbppa@hotmail.com;927728921;348319395;55871327;94120954594;1958-05-18
5137;Marisa Arantes Sequeira Aguiar Soeiro Peres Andrade;3296-658;marisamasaspa@gmail.com;932914228;162209323;80495571;43180240150;1959-12-07
5138;Joana Leão Calheiros Moreira Antunes;4823-617;joanajlcma@gmail.com;960041754;226897685;22951453;63395830123;1945-01-07
5139;Duarte Moura Clementino Leal Amado Mota;4692-364;duartedmclam@sal.ipg.pt;950704654;187852174;40478725;13891837006;1946-08-21
5140;Soraia Cardoso Rocha Brito Rego Amorim Castro;18628-99;soraiascrbrac@sapo.pt;953423004;171743789;70559373;52564305055;1991-07-06
5141;Ana Moreno Valbom Soeiro Macedo Mendes;12438-364;anaamvsmm@sapo.pt;939235735;220737058;47128649;31230120929;1980-05-31
5142;Camilo Domingos Aguiar Ferraz Dinis Amorim;15763-679;camilocdafda@sapo.pt;957983132;124219359;85947103;95462788991;1960-12-03
5143;Carina Leal Bogas Rego Carmona;7975-233;carinaclbrc@sal.ipg.pt;937754008;242018022;31892623;31377164583;1957-01-10
5144;Rita Dias Amorim Arantes Calado Cipriano;9523-646;ritardaacc@hotmail.com;919001808;176507485;82477327;74620260232;1973-05-17
5145;Soraia Azenha Carrico Almeida Amorim Seixas Regueira;9217-636;soraiasacaasr@sal.ipg.pt;935732247;477819228;39669443;21242683478;1979-02-07
5146;Dina Carvalheira Brito Brito Ferraz Eanes;3120-170;dinadcbbfe@sapo.pt;914989362;439161235;63029425;79058305729;1980-02-16
5147;Rita Dinis Regueira Barros Cunha Pires;19484-625;ritardrbcp@hotmail.com;942577418;379697119;61787085;73928519045;1982-07-21
5148;Claudio Leão Brito Carvalheira Caneco Ferreira;3521-972;claudioclbccf@sapo.pt;932133721;464011641;88158285;42992290761;1993-09-03
5149;Valdemar Pires Brito Azevedo Lopes Moreira;14641-684;valdemarvpbalm@gmail.com;952483694;303493041;81512316;98080714988;1986-12-18
5150;Francisco Clementino Rego Nunes;3801-197;franciscofcrn@hotmail.com;958925434;401970845;82854880;94542833806;1942-12-30
5151;Pedro Caiado Amado Ferro Real;15520-693;pedropcafr@hotmail.com;955419073;226296189;88055182;27054258600;1989-11-18
5152;Alzinda Pinto Regueira Carneiro Cipriano Mourão Rosado;16890-404;alzindaaprccmr@sal.ipg.pt;965414998;383891975;84733560;17626001634;1977-02-09
5153;Celino Santos Pinto Bacelar Andrade Paredes Rego;9250-834;celinocspbapr@sapo.pt;914762710;456701282;80175587;29979398315;1953-04-18
5154;Carmo Mora Proenca Andrade Belchior;11462-342;carmocmpab@sapo.pt;956702863;423173701;61076943;69279372099;1985-06-21
5155;Dulce Pires Ferreira Clementino Lopes Almada;14640-958;dulcedpfcla@sal.ipg.pt;925621571;463114937;21571764;87911207461;1973-03-12
5156;Claudio Regueira Calado Fonseca Quadros;3116-96;claudiocrcfq@hotmail.com;944519277;245091975;87173668;26080295956;1962-09-17
