IDUTENTE;NOME;NUMERODISPOSITIVOELETRONICO
9711394;BÓRIS VALBOM CARDOSO BELCHIOR AMORA;6825-967
9711511;HUGO SEQUEIRA MATOS FERRAZ ANDRADE PAREDES MACEDO;10352-641
9711535;BRUNO FONSECA ARANTES MOTA;7873-915
9713036;VALDEMAR SILVA PACHECO FERRO CARREIRA;17179-419
9713062;RITA REGO SEIXAS NASCIMENTO;11925-751
9713230;CRISTIANA REAL SANTOS MORA CARDOSO;6375-460
9714218;RICARDO CABRAL CARMONA REGO;12885-33
9714827;CARLA QUADROS SOEIRO AZENHA VALBOM CALADO;19779-205
9714907;LEONOR CARNEIRO SOEIRO ANDRADE MORENO PERES MATOS;11165-810
9716893;DOLORES AROUCA DOMINGOS BARBOSA NASCIMENTO QUEIROS;17374-474
9718727;RODOLFO RAMALHO SILVA CAIADO ANTUNES;12146-139
9721255;CARINA BARROS CLEMENTINO VALBOM VALBOM FERRAZ;19783-234
9721756;SILVIA SILVA BARBOSA PACHECO;11447-769
9727452;BRUNA AROUCA SOEIRO DIAS;13798-630
9727789;CELINA DOMINGOS SEQUEIRA VIVAS;10243-256
9728019;RICARDO NOGUEIRA FARIAS ROSADO AROUCA;2943-167
9730603;BERNARDO PROENCA CARVALHEIRA REAL MENDES TINOCO;4820-119
9732995;MARISA PINHEIRO BARBOSA FARIAS;10619-464
9733248;JOANA SOEIRO REGO EANES;11524-428
9733273;DOLORES AZENHA AMORA REGO SOEIRO CAIADO;13413-172
9733455;CAMILO SOEIRO FERRAZ FERRO CARREIRA PINTO;16075-552
9733768;LUCAS PINHEIRO CABRAL BARROS CASTRO CUNHA;5786-165
9734622;PAULO VIVAS ROCHA LEAL MOTA SEQUEIRA;18994-822
9735489;MARIA BARROS MOURA ROSADO;8461-415
9736182;CLAUDIO PAREDES ALMEIDA BACELAR REGO PAREDES;17274-526
9736405;ALZINDA CARNEIRO REGUEIRA MACEDO;7029-240
9736548;DOLORES FONSECA AMORIM VIVAS LOPES EANES BACELAR;10249-990
9736665;VALDEMAR LOPES COELHO PERES;14134-137
9739996;CRISTINA CALADO BRITO ANDRADE MORENO;17035-694
9741822;DINA PINTO BRITO PINHEIRO CANECO;5078-365
9743235;DUARTE BARROS AMORIM NOGUEIRA FERRAZ ANTUNES CIPRIANO;7314-885
9746815;CARLOTA AMADO ROSADO RAMALHO ESTRELA DIAS;1138-948
9748928;DOLORES LOBATO AMORIM SILVA SEQUEIRA PINHEIRO BAPTISTA;1622-172
9749594;HUGO CARMONA VALBOM ROCHA CARMONA BRITO CARMONA;8899-502
9750005;HUGO MACEDO CARRASCO NASCIMENTO;9477-829
9750603;MARISA VALBOM FERREIRA BAPTISTA BARBOSA PERES DINIS;1622-542
9751041;CELINO CASTANHEIRA AROUCA CABRAL REGO REGO FERRAZ;15017-869
9751400;CARMO NUNES BACELAR CASTRO;15016-368
9753373;LUCAS QUEIROS NUNES AGUIAR;9952-574
9758225;DULCE BAPTISTA LEÃO SEQUEIRA;15824-213
9758935;EDUARDA FERRO LEÃO CARRICO CASTRO;14455-790
9758936;CAMILO ROCHA TINOCO MOURÃO CARRASCO AZEVEDO AZEREDO;12235-521
9761082;LUIS AROUCA QUADROS AMADO LEAL CARDOSO REGUEIRA;12206-516
9762688;CELINO CARNEIRO CASTANHEIRA PERES SANTOS ALMADA MOURA;2790-546
9763489;CELSO CALADO MARTINS CLEMENTINO;9649-712
9764405;CLOTILDE MORA DIAS MATOS PERES CLEMENTINO CARREIRA;16850-955
9768743;CLARICE ROSADO AZENHA CALHEIROS BELCHIOR NASCIMENTO;8061-139
9769809;LEONOR CARNEIRO VALBOM PROENCA CASTANHEIRA;11557-238
9770336;LUIS CALHEIROS ESTRELA ANDRADE MARTINS BARROS ROSADO;14379-796
9771819;VALDEMAR QUEIROS MATOS CARMONA MOURÃO LEÃO;6123-865
9773232;MARIA PIRES CAIADO SEQUEIRA MOURA DINIS NASCIMENTO;5101-760
9774193;LUIS BELCHIOR CARREIRA SILVA;5305-466
9775764;MARIA CANECO CARMONA MOURA;8656-671
9777035;PAULA FONSECA LOPES BACELAR LEÃO AMADO EANES;12023-893
9778463;CARINA SANTOS TINOCO ANTUNES ESTRELA REGO;4002-196
9782877;BÓRIS COELHO SANTOS FERREIRA AZENHA LEAL;8683-545
9783345;BRUNA CABRAL CARNEIRO VALBOM MATEUS NOGUEIRA PROENCA;12820-259
9783546;DOLORES AMADO CARREIRA CABRAL;3110-550
9784828;EDUARDO ESTRELA BARBOSA SILVA;11946-773
9785819;SORAIA CARMONA AMORIM AZEVEDO REGO REAL TINOCO;17881-338
9787530;BASILIO BARROS REGO CLEMENTINO;5459-967
9788849;RICARDO LOBATO DOMINGOS CALADO ANDRADE ALMEIDA;9243-273
9791373;CLARICE AROUCA REGO FERREIRA BAPTISTA;18838-925
9792765;BRUNA CIPRIANO NASCIMENTO BARROS;15817-778
9795540;CATARINA BRITO MORA CARMONA LOPES;15910-277
9797218;LUIS VALBOM QUADROS REGO;1618-232
9797680;DULCE AZEVEDO DINIS TINOCO AMORIM;8234-312
9797980;BRUNA ESTRELA MORA ANDRADE;12718-341
9800618;DULCE AMORIM NOGUEIRA NASCIMENTO CANECO MORA CALADO;14690-240
9800944;SILVIA MATOS MENDES MOURÃO ARANTES;7967-210
9804126;LILIANA ROSADO MOURÃO CARRICO REGO;10749-96
9805117;CARINA MOURA ANTUNES CABRAL CARNEIRO NUNES PERES;10747-829
9806532;CARMO REGO FERRAZ ALMEIDA PINTO AGUIAR MARTINS;17910-222
9808128;SILVIA FARIAS MOURA FERRO BRITO;12724-271
9811322;PEDRO FONSECA PAREDES DINIS SEIXAS;19382-76
9813273;RODOLFO MORENO PINTO PROENCA BARBOSA;4563-450
9814037;BRUNA MATEUS DOMINGOS MORENO ANDRADE LOBATO CASTRO;13742-256
9816016;LEONOR SEIXAS COELHO CALHEIROS FONSECA MOREIRA;1923-340
9817038;RITA DINIS ANTUNES LOBATO;17987-286
9817081;BÓRIS CARVALHEIRA CUNHA ROSADO PERES MOREIRA;6708-606
9817620;CAMILO LOPES EANES MOREIRA;10740-223
9818119;PEDRO MORA MATOS CASTANHEIRA NOGUEIRA REAL NUNES;3450-995
9819126;DORA PACHECO BRITO FONSECA;3206-358
9821534;CATARINA CANECO MORENO AZEVEDO MOURA;9433-547
9825021;DINA LOPES CALADO MATOS MORA MOREIRA;8869-343
9825897;CELINA PACHECO QUEIROS BOGAS BRITO FONSECA;3621-57
9826527;BRUNA CARRICO FERRO CARREIRA CARDOSO SEQUEIRA;12952-930
9827506;PAULA CALHEIROS CARMONA REGO;18438-835
9829439;LEONOR PACHECO BOGAS REGUEIRA ESTRELA FERRO LOBATO;19958-82
9830207;DULCINEIA AGUIAR ALMEIDA AMORIM;14620-974
9831035;DULCE AZEREDO CLEMENTINO QUEIROS;16785-134
9831536;BRUNO AROUCA SEIXAS LEAL FARIAS AMORA PROENCA;9853-907
9831735;CARINA BACELAR BACELAR DOMINGOS ALMADA SOEIRO;15839-367
9831756;RITA PERES AZENHA PAREDES MORENO BACELAR;7042-424
9832820;SORAIA CALADO VALBOM MORENO CARRASCO;11519-760
9833493;DORA PINHEIRO AMORIM MOTA FERREIRA;15011-45
9834169;BÓRIS COELHO MOURÃO CLEMENTINO MACEDO;7838-525
9834190;DANIEL CARNEIRO ROCHA CABRAL;5221-460
9834993;FRANCISCO MOTA ARANTES NASCIMENTO PACHECO MOURÃO CABRAL;12565-216
9836862;JOANA CARRASCO ALMEIDA AROUCA;4604-42
9837943;JOANA BACELAR ANDRADE VALBOM FERREIRA;5400-134
9838859;RITA REGO SEQUEIRA MORENO DOMINGOS BELCHIOR;14299-34
9841429;CRISTIANA ANTUNES ESTRELA LOPES MENDES SILVA PAREDES;8826-11
9844663;EDUARDO RAMALHO DINIS NASCIMENTO;12470-55
9847672;CLAUDIO FERRAZ CARDOSO CARVALHEIRA EANES;11705-572
9847803;CLOTILDE CARRICO REAL BELCHIOR BARROS ALMADA;14169-465
9848158;FRANCISCO CUNHA AMORA SOEIRO SEIXAS BRITO;8985-363
9848196;CELSO CUNHA AROUCA NASCIMENTO CANECO PROENCA MATOS;3198-214
9848619;DORA BARBOSA ALMADA REGO;2932-163
9849459;LUIS PINTO PIRES TINOCO;7200-117
9850207;DUARTE VALBOM ROSADO SEQUEIRA FERREIRA BAPTISTA;7257-920
9851447;CLOTILDE AMADO SOEIRO MORA CALHEIROS BAPTISTA QUADROS;7075-520
9858034;DANIEL BRITO PIRES VIVAS CARNEIRO REAL MOREIRA;12647-869
9862798;CARMO CASTANHEIRA SOEIRO CLEMENTINO PACHECO MOURÃO;19092-652
9867517;CAMILO SILVA PERES SOEIRO;8504-152
9872355;DUARTE MORA VIVAS AZEREDO COELHO PACHECO FERRO;7296-760
9873129;DULCINEIA SILVA MOREIRA MENDES TINOCO SOEIRO DINIS;9439-273
9874674;HUGO BRITO DOMINGOS REGUEIRA MORA PERES;3257-829
9875221;PEDRO MATEUS BELCHIOR PAREDES;17515-937
9875642;BASILIO MOURA CARRASCO SEQUEIRA MOTA FERRAZ;18517-397
9876302;ALZINDA REGO LEÃO REGUEIRA LEÃO;6797-69
9876630;CRISTINA CARMONA DOMINGOS PINTO;6602-136
9877061;LEONOR NASCIMENTO CABRAL CABRAL COELHO VIVAS ANTUNES;12883-535
9877616;CARINA PERES CALHEIROS MOURA DOMINGOS ALMEIDA;4383-593
9877946;PAULA SEQUEIRA DINIS DOMINGOS PIRES;16236-586
9879314;MARISA CALADO DOMINGOS MATOS MARTINS CANECO REGO;11694-765
9879790;ODETE LOBATO CIPRIANO CARRASCO;19945-217
9880088;DULCE LEAL CABRAL PERES MACEDO REAL;4106-852
9886048;LUIS ROCHA NOGUEIRA CARRASCO;14393-429
9887398;LILIANA BRITO AMORIM REGO CARVALHEIRA CIPRIANO;1242-870
9887437;DANIEL CARVALHEIRA PROENCA CARNEIRO;1139-269
9889569;MARISA AROUCA SANTOS REAL FERREIRA FONSECA BAPTISTA;18211-855
9891539;CELINA RAMALHO AROUCA CALADO PIRES CABRAL COELHO;15505-192
9892397;DULCINEIA CARRICO MORA BARROS AMORA FONSECA BRITO;1648-341
9893320;LUCAS AZENHA FERREIRA BRITO LEAL NOGUEIRA BOGAS;13858-725
9896296;CRISTIANO TINOCO BACELAR BRITO REGO AMORIM MARTINS;9914-794
9898521;RITA REGUEIRA PIRES CALADO;19505-465
9900234;SORAIA AMORIM PACHECO AMADO CASTANHEIRA CLEMENTINO;5399-773
9902103;BRUNA FONSECA ESTRELA BARBOSA CABRAL;10314-503
9903936;EDUARDA MARTINS PROENCA REAL AGUIAR AMORIM;3991-621
9906111;LUCAS BAPTISTA CARDOSO AZENHA PROENCA;6032-322
9906914;CAMILO MOURÃO MORENO DINIS;15756-437
9908106;RODOLFO CAIADO AZEREDO CLEMENTINO;2759-601
9908257;SORAIA MACEDO BOGAS ROSADO;13070-908
9910647;CRISTIANO NOGUEIRA AMORA MENDES REAL ARANTES MENDES;19160-822
9911443;CATARINA NUNES CALADO PACHECO NOGUEIRA BARBOSA FARIAS;13542-228
9912156;EDUARDO MATOS PACHECO BOGAS ARANTES ROSADO;11114-213
9913528;BASILIO BACELAR BAPTISTA BRITO FERRAZ;19477-319
9915074;DINA PINTO CARVALHEIRA ROCHA MORENO;2937-439
9916634;VITOR SILVA CARDOSO CABRAL DOMINGOS MACEDO CANECO;1253-71
9917083;EDUARDO ESTRELA CASTRO MOURÃO AZENHA SILVA SOEIRO;7931-781
9917951;FRANCISCO BAPTISTA CARREIRA SILVA CARREIRA;13525-468
9920839;EDUARDO MARTINS FERRAZ FERRO ROSADO REGO CUNHA;18005-346
9920861;RODOLFO REGO REAL FERRAZ BARBOSA CUNHA;8592-557
9921007;SILVIA REGUEIRA CANECO PIRES;1713-432
9921063;CRISTINA AMORA REAL NUNES CARRICO ESTRELA CARMONA;9017-322
9921859;CRISTIANO AMADO AGUIAR BARROS CANECO PINTO;1181-315
9921880;PEDRO NASCIMENTO PIRES CARRASCO FARIAS FERRAZ AMORIM;18707-536
9922737;EDUARDO CASTRO REGO REGO CASTANHEIRA;5631-937
9923367;CELINO MOURA SEQUEIRA AZENHA ANDRADE CUNHA;1045-174
9923765;DINA DOMINGOS NASCIMENTO MENDES BARROS DINIS;11492-137
9925461;FRANCISCO COELHO LOBATO ALMEIDA MATOS;9583-776
9932158;CELSO TINOCO CARMONA LOBATO SANTOS;4943-331
9935097;CLARICE MOURA BACELAR PERES MATEUS BRITO;19370-658
9936435;DAVID DINIS CASTANHEIRA PIRES MOREIRA MENDES;18107-786
9937226;RITA LOBATO PROENCA REGUEIRA PROENCA BARBOSA FONSECA;3582-107
9937576;DINA BACELAR ALMEIDA FERREIRA RAMALHO REGUEIRA;17151-126
9939272;BRUNA BOGAS SOEIRO FONSECA ARANTES;4327-207
9939875;JOANA AMORIM MATOS TINOCO;7418-104
9940309;VALDEMAR CARVALHEIRA CASTANHEIRA CASTRO AGUIAR;7891-365
9943963;ALZINDA SOEIRO AMADO SOEIRO CABRAL ROCHA MACEDO;1209-958
9944214;BÓRIS AZEREDO FARIAS BARBOSA EANES BARROS;7085-372
9945863;CELINA DOMINGOS NOGUEIRA AMORIM REGO NUNES AROUCA;14410-612
9946248;ALZINDA CAIADO FERREIRA ROCHA BARBOSA AZENHA MACEDO;19669-270
9946451;MARIA MENDES TINOCO SILVA BAPTISTA;1018-737
9947378;DULCINEIA ALMADA FERRAZ AZENHA AMADO CAIADO CLEMENTINO;12389-423
9948369;DINA SOEIRO REAL MOREIRA DOMINGOS;9865-489
9951393;DANIEL BAPTISTA ANTUNES AZENHA FERRAZ REGO;9378-111
9952227;CARLOTA MENDES AMORIM MATOS;3342-8
9954618;MARIA FARIAS CARVALHEIRA PINHEIRO MORA;7669-28
9954809;DULCE FERRO BRITO CABRAL FARIAS TINOCO AMORIM;2361-566
9963682;SILVIA TINOCO FARIAS RAMALHO;15769-286
9964117;EDUARDA FONSECA AMADO CAIADO AZENHA MOTA;3061-242
9968394;FRANCISCA LEÃO REAL VIVAS;10926-536
9969680;CARLOTA AZEREDO AMORIM MOURA MOURA;18994-514
9971083;DULCE CARRASCO CARNEIRO CARMONA;9884-645
9971151;EDUARDO CANECO PROENCA PROENCA FERRO;11578-254
9973567;DAVID PINTO MENDES ANTUNES;2400-940
9977400;CELINA ROSADO CANECO ANDRADE RAMALHO AZEVEDO;3695-592
9977953;LUIS AMORA DOMINGOS PINHEIRO;14973-498
9978082;SORAIA AMORA DIAS NASCIMENTO CANECO CASTRO;17752-81
9979587;CARLA SILVA ANDRADE CARMONA REGUEIRA;11443-743
9980018;FRANCISCO FERREIRA FERREIRA FERREIRA MACEDO MOURÃO SOEIRO;17977-511
9980068;LEONOR SOEIRO BRITO FERRAZ SOEIRO REGO AGUIAR;14693-475
9981754;BRUNO LOBATO CARNEIRO MOURÃO AZENHA;8934-662
9982442;DORA CASTRO BELCHIOR VIVAS FONSECA;14690-240
9985179;BRUNO CALHEIROS FARIAS REAL BAPTISTA REGUEIRA;5970-381
9987864;CARINA CASTRO ARANTES SEQUEIRA CARMONA;6681-508
9989046;CARINA CABRAL ARANTES SEIXAS AMADO;16976-911
9990674;PEDRO MATOS LEÃO BRITO SEQUEIRA AMORIM;17673-609
9991747;CELINA LEAL MATOS MOURÃO RAMALHO CASTANHEIRA;5862-40
9993306;PAULA CARRASCO PACHECO PACHECO MARTINS LEAL;13739-187
9994767;JOANA NUNES SOEIRO ALMEIDA REAL;17267-100
9995007;PAULO CASTANHEIRA PINHEIRO PINTO;17022-576
9999005;CRISTIANO QUADROS PERES AMORIM;1905-816
9999809;VALDEMAR BAPTISTA FONSECA REGO;17004-683
10000065;RODOLFO CALHEIROS REAL CLEMENTINO AMORIM VIVAS ANTUNES;9995-391
10000074;DOLORES AROUCA REGUEIRA DINIS DIAS;16700-103
10001083;ODETE DIAS VALBOM FERREIRA FERREIRA SOEIRO ESTRELA;17161-827
10001121;CELINA ROSADO SILVA ARANTES PAREDES;2645-944
10004418;MARIA PINHEIRO PROENCA PIRES AMORIM BARROS;10034-629
10007835;EDUARDO NASCIMENTO AMORA REGUEIRA CARNEIRO CABRAL;16712-385
10011135;HUGO REAL LEAL QUADROS CANECO SEQUEIRA CARMONA;9140-709
10012962;DOLORES MACEDO COELHO BRITO TINOCO AZENHA;13885-324
10014053;VITOR DINIS MORENO MOURÃO PERES AMORA DOMINGOS;16037-557
10014567;VITOR MARTINS AMORA ALMEIDA AMORA;14774-229
10015277;BASILIO SOEIRO FERRAZ BOGAS REGO REGO;3090-314
10017061;FRANCISCA CABRAL ALMEIDA LEAL SEQUEIRA LEÃO PINHEIRO;14196-680
10017700;EDUARDO CARRICO CIPRIANO BARBOSA PIRES;19390-579
10022266;DAVID LEÃO LEAL QUEIROS MATEUS CARNEIRO;1330-87
10023993;HUGO BACELAR MOTA FONSECA DOMINGOS REGO;16616-311
10025909;PAULA SANTOS PERES MENDES DIAS CABRAL FERREIRA;10693-51
10027044;LUIS CABRAL TINOCO PINHEIRO AZEVEDO ARANTES ANTUNES;1661-988
10027514;BASILIO MENDES CARRICO PINTO MORENO FONSECA PINHEIRO;15370-632
10033260;SILVIA CABRAL MOREIRA CARVALHEIRA ANDRADE;14518-284
10037555;CLOTILDE ALMEIDA VALBOM SOEIRO;4596-413
10038823;ODETE CALADO PINHEIRO CARNEIRO BACELAR PIRES;13037-76
10039992;JOANA REGO MOREIRA REAL MACEDO MATOS CALADO;16581-675
10040219;ANA CARRICO ALMEIDA BRITO;11024-997
10040541;JOANA BOGAS DINIS ESTRELA PERES ANDRADE AMORIM;17585-968
10040563;FRANCISCO BACELAR EANES ESTRELA BAPTISTA PERES ESTRELA;18149-700
10040566;RITA BOGAS MENDES BAPTISTA MORA;15772-396
10045261;FRANCISCA EANES EANES AMORIM VIVAS FONSECA BOGAS;9789-1
10047146;CLARICE SOEIRO CASTRO CAIADO BAPTISTA FERRAZ COELHO;3900-459
10047493;LILIANA PACHECO SANTOS REGO PIRES CAIADO AZENHA;19158-41
10051683;CARMO MATEUS CARRICO DIAS MOTA LOBATO;10719-475
10054357;BRUNO AROUCA BRITO AMORIM CLEMENTINO AZENHA CARVALHEIRA;11561-372
10056303;CLAUDIO SEQUEIRA BOGAS CALHEIROS CABRAL MORENO;11296-936
10062004;DORA REGUEIRA LOPES ALMEIDA;18255-889
10062329;BASILIO ESTRELA MORENO SOEIRO;1143-344
10063011;CLAUDIO FARIAS NOGUEIRA SEIXAS SEQUEIRA;16004-645
10064826;MARIA MOTA LEAL AMORIM SEIXAS;8701-985
10068551;DANIEL CUNHA AZEVEDO CUNHA;8344-700
10069254;CARINA MACEDO SEQUEIRA MORA RAMALHO MARTINS REGO;5491-331
10069889;CELINO CARVALHEIRA PROENCA DIAS MOREIRA;2980-741
10070847;VITOR TINOCO AZENHA REGUEIRA BARROS CARMONA;9997-937
10072586;CARLOTA MOREIRA SEIXAS CARVALHEIRA ANDRADE CARREIRA CARRASCO;7174-935
10072889;DAVID ANDRADE RAMALHO MOURA AZEREDO;1260-328
10073645;CELINA CALHEIROS BRITO ARANTES BARBOSA CARMONA;1963-613
10080879;DANIEL CARMONA ROCHA ANDRADE PAREDES SILVA;2886-310
10081692;DANIEL ANTUNES LOPES AZEREDO VALBOM FERRAZ;11897-726
10082441;CLARICE REGUEIRA REAL NUNES EANES CASTRO PERES;2187-642
10085910;RITA LOPES MORA SOEIRO MACEDO MATOS NOGUEIRA;17620-501
10087458;DULCINEIA REGO VALBOM BELCHIOR TINOCO SOEIRO QUADROS;12955-572
10092077;LILIANA ANTUNES AMORIM SOEIRO;3558-992
10094131;MARISA CARDOSO TINOCO AZENHA REGUEIRA CLEMENTINO;3876-413
10098064;JOANA CARMONA DINIS SOEIRO;16990-960
10100090;FRANCISCA DINIS REGUEIRA FERREIRA FARIAS;4651-491
10101149;PAULO BRITO ANTUNES CALHEIROS FERRAZ AMORIM AMORA;15081-359
10102536;DOLORES ALMADA ESTRELA MACEDO;11174-861
10102604;HUGO MORENO DINIS VIVAS CAIADO REGO CARREIRA;19031-587
10104671;JOANA REGUEIRA LOPES AMORIM;5618-687
10105400;LILIANA CARREIRA PINTO DIAS ANDRADE;5120-475
10105439;LEONOR CANECO MATOS SILVA FERREIRA CARDOSO;17179-831
10106487;FRANCISCO SOEIRO AZENHA FERRO AMORIM DIAS;15073-703
10107161;CARLA PACHECO LEÃO FARIAS;5569-487
10107661;CARINA SEIXAS AMADO AGUIAR PAREDES CARMONA CAIADO;19307-143
10111023;DORA REGO AGUIAR REAL;4474-650
10111966;HUGO DOMINGOS ALMADA AMADO;4097-540
10112196;CRISTINA REGO MENDES CARRICO AMORIM PERES BACELAR;16984-353
10113033;RICARDO REGUEIRA PACHECO AMORIM PROENCA;16748-258
10113172;CRISTIANA FONSECA MOURÃO SEIXAS;12306-881
10113955;CRISTIANO PIRES MATEUS SILVA;2933-560
10114653;LUCAS FERRO MOTA PACHECO;16922-716
10116412;CARINA ROCHA CALADO AMORA;5092-118
10118256;DANIEL SOEIRO SEIXAS AMORIM CARVALHEIRA;12128-555
10119225;CELSO FARIAS CANECO FERRAZ AMORIM;6399-565
10119645;CRISTIANO CARDOSO FARIAS CARNEIRO ANDRADE;4316-956
10121718;BRUNO DINIS AZEREDO EANES CUNHA DINIS;14491-496
10124140;CELINO PINHEIRO ARANTES CLEMENTINO EANES MOTA BELCHIOR;14721-747
10124641;ANA CARDOSO REGO MACEDO ANTUNES;8318-355
10125614;RICARDO AZEREDO LEÃO CARDOSO CAIADO MORENO PROENCA;9663-606
10125772;VITOR LOPES MATOS NOGUEIRA REAL REAL;18644-303
10126263;CELSO CARMONA ANDRADE CARMONA FERRO REAL;18784-630
10127923;CLAUDIO NOGUEIRA SOEIRO CASTRO CARRASCO AMADO;1842-71
10128920;PEDRO PAREDES AZEVEDO VALBOM PACHECO DINIS ROCHA;3620-103
10129389;PAULA CARRICO CARREIRA TINOCO PINTO;19378-420
10129957;CRISTIANA CLEMENTINO AMORA CARRICO FONSECA CARDOSO;6264-45
10130793;MARISA NASCIMENTO PROENCA PINHEIRO AROUCA NUNES;6962-206
10134954;CAMILO CAIADO CARMONA ESTRELA RAMALHO REAL CANECO;14318-591
10136940;DORA AGUIAR MARTINS ANDRADE CUNHA BELCHIOR;14610-703
10138191;FRANCISCA ROSADO SOEIRO REAL;8655-398
10141061;CARLOTA FONSECA MATEUS PAREDES;14739-897
10141639;ANA BRITO CARVALHEIRA BAPTISTA NOGUEIRA DIAS;1242-844
10145745;DOLORES MORA CARRASCO MACEDO DINIS CUNHA;16848-998
10148376;SORAIA EANES PACHECO MACEDO;18206-31
10151220;CATARINA FERRAZ MATEUS MORA MATOS VIVAS;10333-149
10151965;VALDEMAR QUADROS AZEREDO ALMEIDA;1456-68
10152611;CLOTILDE REGO CARMONA AROUCA;4362-128
10156065;HUGO CARRASCO BELCHIOR CASTRO BACELAR;15362-765
10156985;SILVIA REGO CASTANHEIRA PIRES SANTOS CAIADO REGO;18345-136
10157527;SORAIA SOEIRO REGO ANTUNES REGO;19670-975
10158545;ANA AMORIM PAREDES FERRO BARBOSA BACELAR;4149-413
10163036;CARMO AMORA SEIXAS CARREIRA CARRASCO LEÃO;6290-515
10164234;LUIS ESTRELA MOREIRA ARANTES RAMALHO ANTUNES CIPRIANO;5123-954
10167081;DAVID MENDES FARIAS LOBATO;4750-493
10169434;ODETE CASTANHEIRA CANECO NUNES CIPRIANO;2009-229
10170564;ALZINDA SEIXAS ANDRADE CIPRIANO REGO CALADO AMORIM;9640-182
10174631;SILVIA BARBOSA AMORA CARRICO MARTINS BAPTISTA;12490-770
10176160;DANIEL EANES CARREIRA EANES;6580-140
10176305;DOLORES ALMEIDA MACEDO QUEIROS MARTINS;11968-211
10179188;CELINA FONSECA QUADROS CALHEIROS CARNEIRO;15976-65
10180783;CLOTILDE SILVA REAL LOBATO QUEIROS MOURÃO MARTINS;12238-502
10180882;CRISTINA AMORA DINIS FERREIRA;13266-596
10181085;LEONOR VALBOM MORA SANTOS MATOS;9496-206
10184558;CELINA PIRES PROENCA PINTO CUNHA ANTUNES PROENCA;19370-24
10185559;CARMO VIVAS AMORIM ALMADA ALMADA;5974-417
10186071;CARINA BACELAR CALADO AMORIM DOMINGOS TINOCO;15632-842
10187115;LUIS PINHEIRO SOEIRO CARRASCO CALHEIROS;3238-298
10187451;BRUNO ROSADO CLEMENTINO TINOCO BRITO;4677-702
10188171;ANA REGO CLEMENTINO CARRASCO QUADROS;15356-568
10188344;HUGO MENDES ESTRELA PAREDES CIPRIANO;11395-899
10188990;CARLA PROENCA PROENCA BACELAR;13831-710
10189563;DANIEL PERES ROCHA COELHO CARDOSO;3375-310
10192600;CARINA CARRICO AZEREDO AMADO ANDRADE;7107-161
10193457;CAMILO AMORIM REAL LOBATO SEQUEIRA PERES;8512-155
10194162;ANA MOURÃO TINOCO ANTUNES AMORA NASCIMENTO;10767-603
10194222;PAULA ARANTES SOEIRO AMORIM MORA LOBATO BELCHIOR;7138-111
10194302;HUGO AROUCA ANDRADE CARMONA VIVAS;16734-293
10195753;SILVIA CASTANHEIRA AROUCA BRITO BARROS CARVALHEIRA BRITO;11602-188
10195867;CRISTIANA AZENHA BRITO CARNEIRO PROENCA MATOS SEIXAS;19107-729
10196169;DANIEL BOGAS NOGUEIRA MORENO ANDRADE BACELAR BARBOSA;7280-935
10197766;CARLOTA BOGAS AGUIAR AMORIM NASCIMENTO LOBATO;11512-372
10199936;BÓRIS FERRAZ REAL SEIXAS PACHECO SOEIRO;12734-27
10200154;CARINA CANECO AMORIM CUNHA;4756-875
10202433;BERNARDO BAPTISTA ROCHA PINHEIRO CARMONA;14731-257
10203054;RITA CLEMENTINO CIPRIANO AMADO CABRAL FARIAS;4468-694
10203542;DUARTE BRITO AMADO SANTOS PIRES PACHECO ROSADO;19176-349
10204231;BRUNO ROSADO CALHEIROS MORENO CLEMENTINO AMORA;15120-790
10207200;EDUARDO AMORIM VALBOM PERES;8880-793
10207480;VITOR MORENO DOMINGOS PROENCA;5237-813
10209165;RITA PAREDES SOEIRO CASTRO CARRASCO;14043-755
10209797;CELINA MENDES SILVA DOMINGOS AZEREDO;6921-392
10210532;CLAUDIO CUNHA PERES CARDOSO CANECO;7592-437
10214546;LILIANA PINTO CASTRO QUADROS;9477-181
10215776;LILIANA MOURA REGUEIRA PROENCA;14797-666
10219812;MARIA FARIAS ESTRELA SILVA CAIADO;4689-688
10220406;BÓRIS MOURÃO CARREIRA ARANTES;14406-545
10220713;CARLOTA PIRES RAMALHO MENDES VIVAS REAL;10813-585
10222385;PAULO FERRAZ BELCHIOR FERRAZ;19233-234
10226471;CAMILO AZENHA BARROS FERRAZ SANTOS SEQUEIRA BARROS;5678-59
10229324;MARIA CALADO EANES BARBOSA TINOCO TINOCO ALMEIDA;2474-190
10231430;CRISTINA CARVALHEIRA MENDES FERREIRA CALHEIROS ANDRADE;4117-319
10231603;JOANA CABRAL ANDRADE ROCHA FERREIRA BRITO MACEDO;10014-953
10235150;DULCE LEAL MORA REGO CARREIRA FERRO;5065-990
10236505;BERNARDO FERRAZ ARANTES SEQUEIRA AZEREDO BARBOSA;19847-822
10238098;MARIA SILVA MATEUS REGO;9035-312
10238391;DANIEL PAREDES REGO SEIXAS FERRAZ CABRAL FERRAZ;7946-608
10240137;CARMO NASCIMENTO BELCHIOR MORA MOTA CARRASCO;4060-253
10242107;DANIEL CARNEIRO REGO MATEUS;5592-651
10245360;CRISTINA MENDES MATEUS CARRICO BARROS PERES;19849-500
10245732;LILIANA SEQUEIRA CARVALHEIRA AMADO PROENCA REAL AZEREDO;9954-567
